,name,moves_san
1179,Queen's Gambit Declined:Semi-Tarrasch Defense:Exchange Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 Nxd5 6.e4 
1180,Queen's Gambit Declined:Semi-Tarrasch Defense:Main Line:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 Nxd5 6.e3 Nc6 7.Bd3 
1181,Queen's Gambit Declined:Semi-Tarrasch Defense:Pillsbury Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.Bg5 
1182,Queen's Gambit Declined:Semi-Tarrasch Defense:Pillsbury Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 Nxd5 6.e3 
1183,Queen's Gambit Declined:Semmering Variation::,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.e3 c6 5.Nbd2 Nbd7 6.Bd3 c5
1184,Queen's Gambit Declined:Tarrasch Defense:Pseudo-Tarrasch:,1.d4 d5 2.c4 e6 3.Nf3 c5
1185,Queen's Gambit Declined:Tarrasch Defense:Pseudo-Tarrasch:Bishop Attack,1.d4 d5 2.c4 e6 3.Nf3 c5 4.cxd5 exd5 5.Bg5 
1186,Queen's Gambit Declined:Tartakower Defense:General:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 b6
1187,Queen's Gambit Declined:Tartakower Defense:Makogonov Exchange Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 b6 8.cxd5 Nxd5
1188,Queen's Gambit Declined:Tartakower Variation:Exchange Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 b6 8.cxd5 exd5
1189,Queen's Gambit Declined:Three Knights Variation:General:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 
1190,Queen's Gambit Declined:Traditional Variation::,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 
1191,Queen's Gambit Declined:Vienna Variation::,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 Bb4+
1192,Queen's Gambit Declined:Vienna Variation::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 dxc4
1193,Queen's Gambit Declined:Vienna Variation:Quiet Variation:,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 dxc4 5.e3 
1194,Queen's Gambit Declined:Westphalian Variation::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 Bb4 6.Nf3 c5
1195,Queen's Gambit Refused:Albin Countergambit::,1.d4 d5 2.c4 e5
1196,Queen's Gambit Refused:Albin Countergambit:Fianchetto Variation:,1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.g3 
1197,Queen's Gambit Refused:Albin Countergambit:Fianchetto Variation:Be6 Line,1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.g3 Be6
1198,Queen's Gambit Refused:Albin Countergambit:Fianchetto Variation:Bg4 Line,1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.g3 Bg4
1199,Queen's Gambit Refused:Albin Countergambit:Modern Line:,1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.Nbd2 
1200,Queen's Gambit Refused:Albin Countergambit:Normal Line:,1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 
1201,Queen's Gambit Refused:Austrian Defense::,1.d4 d5 2.c4 c5
1202,Queen's Gambit Refused:Baltic Defense::,1.d4 d5 2.c4 Bf5
1203,Queen's Gambit Refused:Baltic Defense:Argentinian Gambit:,1.d4 d5 2.c4 Bf5 3.cxd5 Bxb1 4.Qa4+ c6 5.dxc6 Nxc6
1204,Queen's Gambit Refused:Baltic Defense:Pseudo-Chigorin:,1.d4 d5 2.c4 Bf5 3.Nc3 e6 4.Nf3 Nc6
1205,Queen's Gambit Refused:Baltic Defense:Pseudo-Slav:,1.d4 d5 2.c4 Bf5 3.Nc3 e6 4.Nf3 c6
1206,Queen's Gambit Refused:Baltic Defense:Queen Attack:,1.d4 d5 2.c4 Bf5 3.Qb3 
1207,Queen's Gambit Refused:Chigorin Defense::,1.d4 d5 2.c4 Nc6
1208,Queen's Gambit Refused:Chigorin Defense:Exchange Variation:,1.d4 d5 2.c4 Nc6 3.cxd5 Qxd5
1209,Queen's Gambit Refused:Chigorin Defense:Exchange Variation:Costa's Line,1.d4 d5 2.c4 Nc6 3.cxd5 Qxd5 4.e3 e5 5.Nc3 Bb4 6.Bd2 Bxc3 7.Bxc3 exd4 8.Ne2 
1210,Queen's Gambit Refused:Chigorin Defense:Janowski Variation:,1.d4 d5 2.c4 Nc6 3.Nc3 dxc4 4.Nf3 
1211,Queen's Gambit Refused:Chigorin Defense:Lazard Gambit:,1.d4 d5 2.c4 Nc6 3.Nf3 e5
1212,Queen's Gambit Refused:Chigorin Defense:Main Line:,1.d4 d5 2.c4 Nc6 3.Nf3 Bg4
1213,Queen's Gambit Refused:Chigorin Defense:Main Line:Alekhine Variation,1.d4 d5 2.c4 Nc6 3.Nf3 Bg4 4.Qa4 
1214,Queen's Gambit Refused:Chigorin Defense:Modern Gambit:,1.d4 d5 2.c4 Nc6 3.Nc3 Nf6 4.Nf3 dxc4
1215,Queen's Gambit Refused:Chigorin Defense:Tartakower Gambit:,1.d4 d5 2.c4 Nc6 3.Nc3 e5
1216,Queen's Gambit Refused:Marshall Defense::,1.d4 d5 2.c4 Nf6
1217,Queen's Indian Defense:Anti-Queen's Indian System::,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.Nc3 
1218,Queen's Indian Defense:Capablanca Variation::,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Bb4+
1219,Queen's Indian Defense:Classical Variation::,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O 
1220,Queen's Indian Defense:Classical Variation:Polugayevsky Gambit:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.d5 exd5 8.Nh4 
1221,Queen's Indian Defense:Classical Variation:Tiviakov Defense:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Nc3 Na6
1222,Queen's Indian Defense:Classical Variation:Traditional Variation:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Nc3 
1223,Queen's Indian Defense:Classical Variation:Traditional Variation:Main Line,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Nc3 Ne4 8.Qc2 Nxc3 9.Qxc3 
1224,Queen's Indian Defense:Classical Variation:Traditional Variation:Nimowitsch Line,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Nc3 d5
1225,Queen's Indian Defense:Euwe Variation::,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.b3 
1226,Queen's Indian Defense:Fianchetto Traditional::,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7
1227,Queen's Indian Defense:Fianchetto Variation:Check Variation:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.b3 Bb4+
1228,Queen's Indian Defense:Fianchetto Variation:Check Variation:Intermezzo Line,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.b3 Bb4+ 6.Bd2 Be7
1229,Queen's Indian Defense:Fianchetto Variation:General:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 
1230,Queen's Indian Defense:Fianchetto Variation:Kramnik Variation:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Re1 
1231,Queen's Indian Defense:Fianchetto Variation:Nimzowitsch Variation:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6
1232,Queen's Indian Defense:Fianchetto Variation:Nimzowitsch Variation:Nimzowitsch Attack,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.Qa4 
1233,Queen's Indian Defense:Fianchetto Variation:Nimzowitsch Variation:Quiet Line,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.b3 
1234,Queen's Indian Defense:Fianchetto Variation:Nimzowitsch Variation:Timman's Line,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.Qb3 
1235,Queen's Indian Defense:Fianchetto Variation:Rubinstein Variation:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 c5 6.d5 exd5 7.Nh4 
1236,Queen's Indian Defense:Fianchetto Variation:Saemisch Variation:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 c5
1237,Queen's Indian Defense:General::,1.d4 Nf6 2.c4 e6 3.Nf3 b6
1238,Queen's Indian Defense:Kasparov Variation::,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 
1239,Queen's Indian Defense:Kasparov Variation:Botvinnik Attack:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.Bg5 h6 6.Bh4 g5 7.Bg3 Nh5
1240,Queen's Indian Defense:Kasparov Variation:General:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.Bg5 h6 6.Bh4 Bb4
1241,Queen's Indian Defense:Kasparov-Petrosian Variation::,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 
1242,Queen's Indian Defense:Kasparov-Petrosian Variation:Andersson Variation:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 Ne4
1243,Queen's Indian Defense:Kasparov-Petrosian Variation:Classical Variation:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 d5 6.cxd5 exd5
1244,Queen's Indian Defense:Kasparov-Petrosian Variation:Hedgehog Variation:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 g6
1245,Queen's Indian Defense:Kasparov-Petrosian Variation:Kasparov Attack:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 d5 6.cxd5 Nxd5 7.Qc2 
1246,Queen's Indian Defense:Kasparov-Petrosian Variation:Main Line:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 d5
1247,Queen's Indian Defense:Kasparov-Petrosian Variation:Marco Defense:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 Be7
1248,Queen's Indian Defense:Kasparov-Petrosian Variation:Petrosian Attack:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 d5 6.cxd5 Nxd5 7.e3 
1249,Queen's Indian Defense:Kasparov-Petrosian Variation:Rashkovsky Attack:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 d5 6.cxd5 Nxd5 7.Qa4+ 
1250,Queen's Indian Defense:Kasparov-Petrosian Variation:Romanishin Attack:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 d5 6.cxd5 Nxd5 7.Bd2 
1251,Queen's Indian Defense:Miles Variation::,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Bf4 
1252,Queen's Indian Defense:Opocensky Variation::,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.Nc3 Ne4 7.Bd2 
1253,Queen's Indian Defense:Petrosian Variation::,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 
1254,Queen's Indian Defense:Petrosian Variation:Farago Defense:,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Ba6 5.Qc2 Bb7
1255,Queen's Indian Defense:Riumin Variation::,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Bb4+ 6.Bd2 Be7
1256,Queen's Indian Defense:Spassky System::,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.e3 
1257,Queen's Indian Defense:Yates Variation::,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Bb4+ 6.Bd2 a5
1258,Rat Defense:Accelerated Gurgenidze::,1.e4 g6 2.d4 d6 3.Nc3 c6
1259,Rat Defense:Antal Defense::,1.e4 d6 2.d4 Nd7
1260,Rat Defense:Balogh Defense::,1.e4 d6 2.d4 f5
1261,Rat Defense:English Rat::,1.d4 d6 2.c4 e5
1262,Rat Defense:Harmonist::,1.e4 d6 2.f4 
1263,Rat Defense:See also: Modern Defense (for lines with ...g6)::,1.d4 d6
1264,Rat Defense:Small Center Defense::,1.e4 d6 2.d4 e6
1265,Reti Opening:Advance Variation::,1.Nf3 d5 2.c4 d4
1266,Reti Opening:Advance Variation:Michel Gambit:,1.Nf3 d5 2.c4 d4 3.b4 c5
1267,Reti Opening:Anglo-Slav Variation:Bled Variation:,1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.Bb2 g6
1268,Reti Opening:Anglo-Slav Variation:Bogoljubow Variation II:,1.Nf3 d5 2.c4 c6 3.b3 Bg4
1269,Reti Opening:Anglo-Slav Variation:Bogoljubow Variation III:,1.Nf3 d5 2.c4 c6 3.b3 
1270,Reti Opening:Anglo-Slav Variation:Bogoljubow Variation:,1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.Bb2 
1271,Reti Opening:Anglo-Slav Variation:Bogoljubow Variation:Stonewall Line,1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.Bb2 e6 5.g3 Be7 6.Bg2 O-O 7.O-O 
1272,Reti Opening:Anglo-Slav Variation:Capablanca Variation:,1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.Bb2 Bg4
1273,Reti Opening:Anglo-Slav Variation:London Defensive System:,1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.g3 Bf5
1274,Reti Opening:Anglo-Slav Variation:New York System:,1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.Bb2 Bf5
1275,Reti Opening:Anglo-Slav Variation:Torre System:,1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.g3 Bg4
1276,Reti Opening:General::,1.Nf3 d5 2.c4 
1277,Reti Opening:Reti Gambit::,1.Nf3 d5 2.c4 dxc4
1278,Reti Opening:Reversed Blumenfeld Gambit::,1.Nf3 d5 2.c4 d4 3.e3 c5 4.b4 
1279,Rubinstein Opening:::,1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.b3 
1280,Rubinstein Opening:Bogoljubow Defense::,1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.b3 Nc6 6.Bb2 Bd6 7.O-O O-O
1281,Rubinstein Opening:Classical Defense::,1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.b3 Nc6 6.Bb2 Be7 7.O-O O-O
1282,Russian Game:Classical Attack::,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 
1283,Russian Game:Classical Attack:Berger Variation:,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c3 f5 10.Nbd2 
1284,Russian Game:Classical Attack:Chigorin Variation:,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 
1285,Russian Game:Classical Attack:Chigorin Variation:Browne Attack,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.c4 Nb4 9.cxd5 
1286,Russian Game:Classical Attack:Chigorin Variation:Main Line,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.c4 Nb4 9.Be2 
1287,Russian Game:Classical Attack:Jaenisch Variation:,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.c4 
1288,Russian Game:Classical Attack:Marshall Variation:,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6
1289,Russian Game:Classical Attack:Mason Variation:,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O O-O
1290,Russian Game:Classical Attack:Mason-Showalter Variation:,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Nc6
1291,Russian Game:Classical Attack:Staunton Variation:,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.O-O O-O 8.c4 c6
1292,Russian Game:Cochrane Gambit:Center Variation:,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nxf7 Kxf7 5.d4 
1293,Russian Game:Cozio (Lasker) Attack::,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Qe2 
1294,Russian Game:Damiano Variation::,1.e4 e5 2.Nf3 Nf6 3.Nxe5 Nxe4
1295,Russian Game:Damiano Variation:Kholmov Gambit:,1.e4 e5 2.Nf3 Nf6 3.Nxe5 Nxe4 4.Qe2 Qe7
1296,Russian Game:French Attack::,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d3 
1297,Russian Game:General::,1.e4 e5 2.Nf3 Nf6
1298,Russian Game:Kaufmann Attack::,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.c4 
1299,Russian Game:Millenium Attack::,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Bd3 
1300,Russian Game:Modern Attack::,1.e4 e5 2.Nf3 Nf6 3.d4 
1301,Russian Game:Modern Attack:Center Attack:,1.e4 e5 2.Nf3 Nf6 3.d4 exd4 4.e5 Ne4 5.Qxd4 
1302,Russian Game:Modern Attack:Center Variation:,1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 
1303,Russian Game:Modern Attack:Murrey Variation:,1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 Nc6
1304,Russian Game:Modern Attack:Suchting Gambit:,1.e4 e5 2.Nf3 Nf6 3.d4 exd4 4.Bc4 
1305,Russian Game:Modern Attack:Trifunovic Variation:,1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 d5 5.Nxe5 Bd6 6.O-O O-O 7.c4 Bxe5
1306,Russian Game:Nimzowitsch Attack::,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Nc3 
1307,Russian Game:Paulsen Attack::,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nc4 
1308,Russian Game:Three Knights Game::,1.e4 e5 2.Nf3 Nf6 3.Nc3 
1309,Russian Game:Urusov Gambit::,1.e4 e5 2.Nf3 Nf6 3.Bc4 
1310,Saragossa Opening:General::,1.c3 
1311,Scandinavian Defense:Anderssen Counterattack::,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 e5
1312,Scandinavian Defense:Bronstein Variation::,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd6 4.d4 Nf6 5.Nf3 a6
1313,Scandinavian Defense:Classical Variation::,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 Nf6 5.Nf3 Bf5
1314,Scandinavian Defense:General::,1.e4 d5
1315,Scandinavian Defense:Grünfeld Variation::,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 Nf6 5.Nf3 Bf5 6.Ne5 c6 7.g4 
1316,Scandinavian Defense:Gubinsky-Melts Defense::,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd6
1317,Scandinavian Defense:Icelandic-Palme Gambit::,1.e4 d5 2.exd5 Nf6 3.c4 e6
1318,Scandinavian Defense:Kiel Variation::,1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.c4 Nb4
1319,Scandinavian Defense:Lasker Variation::,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 Nf6 5.Nf3 Bg4 6.h3 
1320,Scandinavian Defense:Main Lines::,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5
1321,Scandinavian Defense:Main Lines:Leonhardt Gambit:,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.b4 
1322,Scandinavian Defense:Main Lines:Mieses Variation:,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 Nf6
1323,Scandinavian Defense:Marshall Variation::,1.e4 d5 2.exd5 Nf6 3.d4 Nxd5
1324,Scandinavian Defense:Mieses-Kotroc Variation::,1.e4 d5 2.exd5 Qxd5
1325,Scandinavian Defense:Modern Variation::,1.e4 d5 2.exd5 Nf6
1326,Scandinavian Defense:Modern Variation::,1.e4 d5 2.exd5 Nf6 3.d4 
1327,Scandinavian Defense:Modern Variation:Gipslis Variation:,1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.Nf3 Bg4
1328,Scandinavian Defense:Panov Transfer::,1.e4 d5 2.exd5 Nf6 3.c4 c6
1329,Scandinavian Defense:Portuguese Variation::,1.e4 d5 2.exd5 Nf6 3.d4 Bg4
1330,Scandinavian Defense:Portuguese Variation:Portuguese Gambit:,1.e4 d5 2.exd5 Nf6 3.d4 Bg4 4.f3 Bf5 5.Bb5+ Nbd7
1331,Scandinavian Defense:Richter Variation::,1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.Nf3 g6
1332,Scandinavian Defense:Schiller-Pytel Variation::,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd6 4.d4 c6
1333,Scotch Game:Classical Variation::,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5
1334,Scotch Game:Classical Variation:Blackburne Attack:,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.c3 Nge7 7.Qd2 
1335,Scotch Game:Classical Variation:Intermezzo Variation:,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Nxc6 Qf6
1336,Scotch Game:Classical Variation:Millennium Variation:,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.c3 Qg6
1337,Scotch Game:General::,1.e4 e5 2.Nf3 Nc6 3.d4 
1338,Scotch Game:General::,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 
1339,Scotch Game:Göring Gambit::,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.c3 
1340,Scotch Game:Göring Gambit:Double Pawn Sacrifice:,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.c3 dxc3 5.Bc4 
1341,Scotch Game:Göring Gambit:Main Line:,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.c3 dxc3 5.Nxc3 Bb4
1342,Scotch Game:Haxo Gambit::,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bc5
1343,Scotch Game:Horwitz Attack::,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4 5.Nb5 
1344,Scotch Game:Malaniuk Variation::,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bb4+
1345,Scotch Game:Meitner Variation::,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.c3 Nge7 7.Nc2 
1346,Scotch Game:Mieses Variation::,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nxc6 bxc6 6.e5 
1347,Scotch Game:Modern Defense::,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4 5.Nc3 Bb4
1348,Scotch Game:Potter Variation::,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Nb3 
1349,Scotch Game:Romanishin Variation::,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Nb3 Bb4+
1350,Scotch Game:Schmidt Variation::,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6
1351,Scotch Game:Scotch Gambit::,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 
1352,Scotch Game:Scotch Gambit:Advance Variation:,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Nf6 5.e5 
1353,Scotch Game:Scotch Gambit:Cochrane-Anderssen Variation:,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bc5 5.O-O d6 6.c3 Bg4
1354,Scotch Game:Scotch Gambit:Dubois Reti Defense:,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Nf6
1355,Scotch Game:Scotch Gambit:Göring Gambit:Declined,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.c3 d5
1356,Scotch Game:Scotch Gambit:Kingside Variation:,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Nf6 5.e5 Ng4
1357,Scotch Game:Scotch Gambit:London Defense:,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bb4+
1358,Scotch Game:Scotch Gambit:Saratt Variation:,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Bc5 5.Ng5 
1359,Scotch Game:Steinitz Variation::,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Qh4
1360,Scotch Game:Tartakower Variation::,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nxc6 bxc6 6.Nd2 
1361,Semi-Slav Defense:Accelerated Meran Variation::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 a6
1362,Semi-Slav Defense:Accelerated Move Order::,1.d4 d5 2.c4 e6 3.Nc3 c6
1363,Semi-Slav Defense:Accepted::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 dxc4
1364,Semi-Slav Defense:Anti-Moscow Gambit::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 h6 6.Bh4 
1365,Semi-Slav Defense:Anti-Noteboom:Stonewall Variation:Portisch Gambit,1.d4 d5 2.c4 e6 3.Nc3 c6 4.e3 f5 5.g4 
1366,Semi-Slav Defense:Bogoljubow Variation::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 Be7
1367,Semi-Slav Defense:Botvinnik System::,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 dxc4 6.e4 b5 7.e5 h6 8.Bh4 g5 9.Nxg5 
